"Sample_ID"	"ACVRL1"	"AR"	"ARID1A"	"ASNS"	"ATM"	"AXL"	"BAX"	"BCL2"	"BCL2A1"	"BID"	"BRAF"	"BRCA2"	"CDK1"	"DUSP4"	"DVL3"	"EEF2"	"EEF2K"	"EGFR"	"EIF4E"	"ENY2"	"ERCC1"	"ERCC5"	"ETS1"	"FASN"	"FOXM1"	"G6PD"	"GAB2"	"GAPDH"	"GATA3"	"INPP4B"	"IRF1"	"IRS1"	"JAK2"	"LCK"	"MSH2"	"MTOR"	"MYH11"	"NF2"	"NOTCH1"	"NRAS"	"PARP1"	"PCNA"	"PDCD4"	"PDK1"	"PEA15"	"PRDX1"	"PREX1"	"PTEN"	"RAD50"	"RAD51"	"RICTOR"	"Sample_ID.1"	"SLC1A5"	"SMAD1"	"SMAD3"	"SMAD4"	"SRC"	"SYK"	"TAZ"	"TFRC"	"TSC1"	"XBP1"	"XRCC1"
"TCGA-04-1356-01A"	-0.15599	0.019761	0.16109	0.50868	-0.5192	-0.69296	-0.29138	-0.71913	-0.063291	0.18745	-0.22155	-0.10632	0.25241	-0.41242	0.56502	-0.95802	-0.70753	-0.4842	0.70642	0.61579	-0.052905	0.23825	-0.68344	-0.066417	0.66009	-0.13678	0.8548	2.518	-0.15502	-0.516	-0.22287	-0.20978	-0.64923	-0.20943	0.55595	0.17898	-1.6851	0.38187	-0.027641	-0.37917	1.7169	0.11827	0.83123	-0.1575	0.25715	0.1583	-0.28215	0.39061	-0.32958	0.18256	-0.76	"TCGA-04-1356-01A"	0.11149	0.97785	-0.40172	-0.17651	-0.71254	0.68671	-0.2001	-1.2069	0.23812	-0.12208	-0.062898
"TCGA-13-0797-01A"	-0.22438	0.64151	-0.53312	0.35019	1.1714	-0.45244	-0.21265	-0.79789	-0.25323	0.10686	-0.19864	-0.2207	-0.17873	-0.86166	-0.20774	-1.1935	0.22704	-0.04059	-0.22907	0.028666	0.042516	0.066082	-0.47839	-1.563	0.88424	-0.12952	0.19368	2.8349	-0.39078	-0.5641	0.35394	-0.55617	-0.47265	0.37011	1.089	0.46454	-1.5208	0.82061	-0.5998	-0.06896	-0.17013	0.45228	0.63471	0.34873	0.44108	1.5057	-0.46055	1.4731	0.55546	0.053438	-0.045241	"TCGA-13-0797-01A"	-0.14347	0.43837	-0.50415	-0.47101	-1.15	2.2575	-0.12854	-0.98218	0.595	0.0030009	-0.67315
"TCGA-13-0891-01A"	0.26755	-0.6628	0.31951	-0.084633	-1.3127	-0.19844	0.080093	0.32646	0.33638	-0.012016	0.45115	-0.22376	0.22579	-0.01911	0.28667	-0.71153	0.15509	-0.43674	-0.11848	0.2497	-0.064037	-0.19714	-0.24051	-1.0217	0.367	-0.047443	2.1757	0.5937	-0.26888	-0.17181	0.072877	-0.29862	-0.14032	-0.39544	0.017291	0.3847	-0.77889	-0.67293	-0.22334	0.012327	-1.0532	0.12831	0.61269	0.010092	0.56386	0.7294	-0.64347	0.24675	-0.16411	-0.030004	0.2819	"TCGA-13-0891-01A"	1.2574	0.24803	-0.69376	-0.067936	-1.162	3.3243	0.024093	-0.95691	-0.16543	-0.10346	0.087199
"TCGA-10-0936-01A"	0.042982	0.13408	0.41266	0.39286	0.92242	-0.29559	-0.2756	-0.66688	0.018479	0.01305	-0.049875	-0.027295	0.096346	-0.12415	0.12523	-1.4878	-0.36927	-0.42858	-0.020857	0.67422	0.097142	-0.44928	-0.73749	-0.16388	0.067529	0.15665	1.8678	-0.62042	-0.27352	-0.087778	0.44381	-0.15133	-0.23646	-0.10896	0.24465	0.3416	-1.4415	0.15004	-0.29077	0.03718	0.86613	0.16889	0.45242	0.18343	-0.4229	0.012439	0.056917	0.34929	0.79722	-0.10858	0.69926	"TCGA-10-0936-01A"	0.48122	0.32601	-0.37348	-0.12393	-0.84909	0.30335	0.15173	-1.5624	0.4567	-0.07485	-0.26027
"TCGA-04-1357-01A"	0.037705	0.49093	-0.59238	-0.36423	0.86038	0.20905	-0.060108	0.18559	-0.0069607	0.21871	-0.44077	-0.15525	-0.23337	-0.36488	0.013628	-0.68946	0.60557	-0.36278	-0.13822	-0.58723	-0.15383	-0.91858	-0.25202	-1.3128	-0.15315	0.044867	1.2555	0.00092212	-0.30656	-0.60636	0.5891	-0.1027	-0.0046474	1.0686	-0.35396	0.22322	-0.11768	-0.042237	-0.0044242	0.02367	-0.96453	-0.10952	0.70482	0.1022	-0.10675	0.25393	0.021983	0.577	0.23027	-0.21145	0.056328	"TCGA-04-1357-01A"	-0.54397	0.14362	-0.31795	-0.14428	-0.38044	1.1156	-0.12061	-1.5977	-0.52129	-0.076956	-0.20414
"TCGA-24-1416-01A"	0.20257	0.88323	0.35826	0.030199	0.58689	-0.099202	-0.3557	-0.45945	-0.1692	-0.028861	0.02373	-0.11386	-0.010915	-0.18899	0.28491	-0.61586	0.97216	-0.38651	-0.10303	0.17185	0.015736	0.24457	-0.53009	-0.20072	0.46361	-0.14717	1.3048	-0.34851	-0.41714	0.21097	0.27149	0.014808	0.019007	-0.00032857	0.40437	0.38439	-0.86304	-0.32954	-0.070119	0.021048	0.25691	-0.14398	0.99934	-0.21678	-0.39006	-0.08336	-0.28781	0.97183	0.43525	-0.17004	0.51475	"TCGA-24-1416-01A"	0.6686	0.18384	0.091052	-0.15429	-0.69676	1.3611	-0.039528	-0.27908	0.23453	-0.026938	0.0829
"TCGA-13-0897-01A"	0.014809	-0.50082	0.14823	0.48223	1.4855	-0.044892	-0.30543	-0.44906	-0.062648	-0.10372	0.048561	-0.37129	0.075286	-0.27508	0.61607	-0.35697	0.38184	-0.25373	0.063288	0.19186	-0.077285	-0.19453	-0.4115	-0.87656	0.86445	-0.18868	1.0628	0.1072	-0.20197	0.39401	0.37706	-0.11311	-0.16227	0.24649	0.85035	0.16367	-1.5329	0.11119	-0.17294	-0.27272	-0.068842	-0.2306	0.33421	-0.2787	0.33405	0.10291	-0.06641	1.0821	0.28285	-0.21148	0.23184	"TCGA-13-0897-01A"	0.67268	0.22997	-0.31643	-0.14624	-0.7964	1.4745	-0.34277	0.19434	0.6713	-0.10232	-0.088724
"TCGA-13-0916-01A"	-0.24456	1.1817	0.48749	2.9049	0.080741	0.24911	-0.011727	1.2143	0.20046	-0.095377	0.4306	-0.45765	0.029197	-0.72351	0.18237	-0.72225	1.3894	-0.28191	-0.28461	0.56209	-0.0051231	-0.37994	-0.76781	-0.28966	1.1595	-0.20414	1.5907	2.2131	-0.47232	-0.87372	0.38837	-0.052624	-0.36373	0.21169	0.66965	0.32668	-1.7707	0.0045941	-0.52071	-0.26328	0.46686	0.8445	1.1125	-0.31245	0.60983	0.50352	-0.52128	1.1366	-0.3042	0.14744	-0.13179	"TCGA-13-0916-01A"	1.7805	0.04531	0.03382	0.085558	-0.68755	1.407	-0.41254	-0.70606	0.59646	-0.23838	-0.084693
"TCGA-24-0979-01A"	0.21604	0.39447	0.47904	0.17353	0.19744	-0.40555	-0.46312	-0.50818	0.065619	-0.024235	-0.051953	0.17529	-0.14699	-0.40571	0.29671	-0.84911	-0.25968	-0.26599	0.23991	0.10683	-0.098481	-0.38425	-0.12464	-0.92809	-0.12937	0.20751	0.58634	-1.0193	-0.32601	0.28966	0.49018	0.0010746	-0.27846	-0.41441	0.019687	0.0076648	-0.25772	-0.35317	-0.38302	0.046307	-0.14463	-0.32411	0.62285	0.0087592	-0.10347	0.22589	-0.48609	0.37642	-0.45694	0.020766	-0.14085	"TCGA-24-0979-01A"	0.20531	0.15996	0.21721	0.10579	-0.38983	-0.026629	0.25637	-1.3954	0.42384	-0.035642	-0.058766
"TCGA-04-1338-01A"	0.18881	-0.45346	0.063121	-0.23695	-0.099563	-0.10512	0.029127	-0.4501	0.43564	-0.071892	-0.090058	-0.041632	0.14668	-0.32067	0.5734	-0.89188	-0.43512	-0.16248	0.37147	0.10128	0.0067699	-0.82974	0.074459	-0.96364	0.085878	-0.061348	0.72403	-0.94795	-0.32968	0.16605	0.035438	-0.19766	-0.38887	0.05931	-0.48499	-0.54656	5.1328	-0.91328	-0.096653	-0.061118	-1.3819	-0.080823	0.20553	0.032775	0.16819	0.56655	0.12859	0.37307	-0.25409	-0.060141	3.1982	"TCGA-04-1338-01A"	0.041106	0.33934	-0.24291	0.1356	0.059803	0.09294	0.16398	-0.80322	0.35797	0.072899	-0.17647
"TCGA-24-1417-01A"	-0.0033591	-0.17898	0.060883	0.43524	1.0242	0.18025	0.15228	-0.44281	-0.0037831	-0.10597	0.52158	-0.096096	0.025733	-0.30765	0.90582	-0.56861	0.21662	-0.21929	-0.096253	-0.1032	0.06989	-0.15571	-0.33666	-0.92193	0.44837	-0.017347	1.0435	0.081125	-0.21995	1.102	0.6341	-0.31254	0.25131	0.39719	0.32753	0.31579	-0.84909	0.12242	-0.10276	-0.073254	-0.36015	-0.25611	0.47162	-0.23644	0.42139	0.13223	0.14276	0.74317	0.25961	-0.28273	0.42574	"TCGA-24-1417-01A"	0.44564	0.57621	-0.28481	-0.14893	-0.81197	1.3491	0.018311	-0.032476	0.74691	0.083218	0.10397
"TCGA-13-0804-01A"	0.10262	0.28559	-0.1586	-0.024656	0.7658	0.017836	-0.31731	-0.41387	-0.26814	-0.12688	0.061756	-0.1116	0.22153	-0.23536	0.19144	-0.71661	0.5972	-0.024648	-0.31836	0.34148	-0.19386	-0.098606	-0.79694	-0.88032	1.7032	0.16754	0.71285	2.2385	-0.38026	-0.40197	0.28521	-0.61987	-0.3064	0.40727	0.61177	0.50777	-0.91176	-0.080178	-0.39565	0.044122	0.72605	0.32307	0.49112	0.23647	0.063106	0.11613	0.42468	1.0485	-0.46987	-0.01076	0.84333	"TCGA-13-0804-01A"	0.51819	0.30106	-0.36672	-0.28226	-1.0272	1.6825	0.30881	-0.28619	0.60661	-0.21267	-0.20189
"TCGA-13-0920-01A"	0.19403	-0.16261	0.41532	0.26014	2.426	-0.35241	-0.15576	-0.64948	0.46154	-0.011098	-0.13987	-0.28651	0.21803	-0.085499	0.053616	0.2086	0.17092	-0.12844	0.2794	0.37176	0.21898	-0.32127	0.07093	0.13819	0.45521	-0.28465	2.0676	1.6534	-0.53537	-0.35577	0.34376	-0.0058565	-0.3161	-0.31939	0.2069	0.37881	-1.6228	0.22116	-0.085378	-0.1446	0.96642	0.32775	-0.17287	0.18632	-0.0045723	0.9475	-0.61747	-0.067828	0.17808	0.32458	-0.046875	"TCGA-13-0920-01A"	0.89184	0.47898	-0.41835	-0.01713	-0.83159	2.2882	-0.42933	-0.18011	0.19957	-0.010414	0.48807
"TCGA-04-1341-01A"	0.33826	-0.49165	0.19156	0.012853	-0.1237	0.11002	-0.37726	-0.76548	0.22412	-0.16278	0.19212	-0.44755	-0.19477	-0.87482	0.49237	-0.5844	0.11297	-0.19349	-0.52097	-0.49592	-0.12661	0.40257	-0.73106	-0.615	0.4652	-0.051239	1.9515	2.331	-0.62886	-0.4786	0.41798	-0.10475	-0.15509	-0.43522	-0.032017	0.053337	-0.75379	0.55657	-0.23843	-0.14593	-1.0623	0.10126	0.3874	-0.22298	0.50693	0.16841	-1.0079	0.069617	-0.33226	-0.19075	0.35008	"TCGA-04-1341-01A"	0.26142	0.24956	-0.29342	-0.12914	-0.42411	1.5694	0.17193	-1.2804	0.41672	0.0029501	0.073422
"TCGA-04-1361-01A"	0.16479	1.0734	-0.36698	-0.11557	1.1623	0.3684	-0.37412	-0.36047	0.23723	-0.031814	0.13223	-0.092657	0.0080312	-0.251	0.47477	-0.85034	0.1476	-0.1853	-0.31445	0.009423	0.83391	-0.42504	-0.61339	0.1027	0.089316	-0.2489	1.4026	-1.7733	-0.0089918	0.51124	-0.21221	0.30478	-0.20663	-0.35577	0.51456	0.19258	1.9993	-0.18835	-0.26438	0.082773	-0.084143	-0.26782	1.3822	-0.082451	-0.31682	0.27496	-0.015491	0.72489	0.70464	-0.35578	0.59617	"TCGA-04-1361-01A"	0.7609	0.13129	0.028824	-0.090124	-0.27857	0.43709	-0.12426	0.21824	0.23673	0.48137	-0.3855
"TCGA-24-1419-01A"	0.075018	1.1814	0.75394	-0.031638	0.887	0.14705	-0.11641	-0.016875	-0.16582	-0.10226	0.094621	-0.32422	0.046534	-0.255	0.52526	-1.0032	0.019708	-0.38834	-0.3087	0.027076	-0.1652	-0.091017	-0.86422	-0.57576	0.65088	-0.1867	0.8014	-1.5404	-0.2973	-0.51242	-0.10249	0.58313	-0.14949	0.034363	0.50385	0.34415	0.050398	-0.44196	-0.39581	-0.035467	0.18032	0.061189	1.5944	-0.26098	-0.5543	0.052054	-0.85692	1.1806	-0.0066707	-0.34036	0.42429	"TCGA-24-1419-01A"	1.2908	-0.096661	0.31673	0.068494	-0.59931	0.039217	-0.16604	0.53837	0.39943	-0.07144	0.1134
"TCGA-24-1422-01A"	0.18846	0.59839	-0.16197	-0.46538	0.9583	0.035153	-0.36466	-0.51781	-0.17597	-0.23664	-0.15949	-0.25903	-0.33376	-0.59346	0.29486	-0.23084	1.6643	-0.048425	-0.058641	0.19195	-0.042803	0.21155	-0.42899	-1.3625	-0.046445	-0.11085	0.064606	-0.87273	-0.42633	-0.26001	0.33069	-0.23395	-0.47761	-0.3257	-0.10295	0.090617	-1.2408	-0.15587	-0.26222	-0.05859	0.18234	-0.37847	1.2887	-0.084578	0.057722	0.39045	-0.1808	0.58409	0.12613	-0.29572	0.34214	"TCGA-24-1422-01A"	0.0034136	0.0084	-0.45689	-0.18383	-0.39756	0.53168	0.14898	-0.80772	-0.13567	-0.16815	-0.1484
"TCGA-13-1505-01A"	0.14976	0.35227	0.43715	0.29186	0.99414	0.3378	-0.49415	-0.2634	0.042148	-0.12253	0.27625	-0.0031925	-0.34182	-0.40557	0.61093	-0.79461	0.55619	-0.25596	-0.21374	0.18678	-0.14085	-0.15031	-0.61473	-0.81368	0.73649	0.22051	1.0762	-0.74829	-0.58936	-0.47273	0.00022303	0.32448	-0.14608	-0.13046	0.6421	-0.020266	-0.41179	-0.38823	-0.036573	0.031061	0.37346	-0.047471	0.18536	0.25482	0.32015	0.087186	-0.38175	0.66543	-0.31626	-0.29431	0.070963	"TCGA-13-1505-01A"	0.59009	0.025331	-0.11004	-0.16004	-0.39469	0.6454	0.35997	0.39415	0.46563	0.044857	0.067334
"TCGA-25-1320-01A"	-0.13196	0.32955	0.31228	0.072469	-0.084514	0.11643	-0.14002	-0.63704	-0.062984	-0.10897	0.063157	0.0040733	0.12105	-0.53716	0.405	-0.87104	0.5034	-0.23178	-0.16512	0.18058	0.0075715	0.082026	-0.38941	-0.83102	0.31624	-0.25482	0.60875	-1.446	-0.37264	0.3844	-0.079445	0.050649	-0.46635	-0.61598	-0.13111	-0.045124	0.59763	-0.51854	-0.27146	-0.13786	0.69348	-0.34958	0.53169	-0.12407	0.31838	-0.19446	-0.58666	0.36697	-0.39727	-0.11031	0.28013	"TCGA-25-1320-01A"	-0.17753	0.38529	-0.24433	-0.17359	-0.39209	1.0032	0.21851	0.17458	0.12243	0.10741	0.48391
"TCGA-13-0884-01B"	0.014749	0.36237	0.036128	-0.012174	1.0736	0.07279	-0.0060265	0.085039	-0.17858	-0.02892	-0.46947	-0.029019	0.084146	-0.27537	0.45959	-0.51933	0.58878	-0.31586	-0.56783	0.20695	0.044458	-0.61837	-0.26078	-0.95498	0.38332	0.011797	0.68115	-0.9496	-0.20676	0.64263	-0.033538	-0.096589	-0.0557	0.54717	0.13035	0.23771	-0.094795	0.2551	-0.17687	-0.066346	0.51387	-0.29187	0.95296	-0.17538	0.92013	0.39939	0.25686	0.85601	0.34113	-0.23248	0.34366	"TCGA-13-0884-01B"	-0.11588	0.16916	-0.11775	-0.18781	-0.52848	1.2949	0.63498	-0.80118	0.35995	0.1833	-0.29442
"TCGA-25-1313-01A"	0.0061222	0.53972	-0.34409	-0.51824	0.644	0.23418	-0.094508	-0.63863	0.085997	-0.10167	-0.39891	-0.17322	-0.33198	-0.75451	-0.016273	-0.42944	0.042219	0.074914	0.029118	-0.96909	-0.075647	-0.20933	-0.66095	-0.74581	-0.33507	0.12648	1.0665	-0.28296	-0.078005	-0.27691	0.057979	-0.25243	-0.30964	0.21313	-0.85195	0.13241	-0.79248	-0.029116	-0.12199	-0.024216	-0.78011	-0.36277	1.0455	0.072357	0.24124	0.30437	0.57585	0.43697	-0.1444	-0.25699	-0.16685	"TCGA-25-1313-01A"	-0.23489	-0.0017814	-0.42933	-0.18866	-0.31403	0.85845	0.16414	-0.33242	-0.06164	0.037068	-0.30867
"TCGA-24-1424-01A"	0.027648	0.31362	0.31032	1.0218	0.13318	0.013007	-0.24841	0.012592	-0.032478	-0.17731	0.18673	-0.13528	0.23342	-0.67051	0.15872	-0.71876	0.094827	-0.051882	-0.037364	0.45165	-0.036649	-0.24152	-0.84703	-0.28972	0.91477	0.034636	0.48635	-0.11961	-0.63141	-0.84036	-0.1244	-0.301	-0.45445	0.027814	1.8298	0.052539	-0.13889	-0.065268	0.0039728	-0.13598	0.72319	0.25423	0.7715	0.028334	0.013102	0.026252	-0.27731	0.33934	-0.45518	0.15647	0.14075	"TCGA-24-1424-01A"	0.10546	0.14326	-0.063383	-0.088697	-0.22005	1.293	0.070131	-0.42228	0.12705	-0.17753	0.040579
"TCGA-24-1467-01A"	0.036359	0.69671	0.33345	0.29645	0.38223	-0.30348	-0.62028	-0.39911	0.18723	0.018212	-0.28007	-0.16156	-0.12055	-0.22203	0.11502	-0.71718	0.65736	-0.090537	0.10481	0.20871	-0.044918	0.41152	-0.30061	0.77832	0.36101	-0.12983	0.80933	-1.7288	-0.43905	-0.42656	0.23394	-0.10917	-0.32168	-0.38981	0.11334	0.1196	-1.3899	0.098929	-0.10813	-0.096469	0.62615	-0.26201	0.826	0.1946	-0.53975	0.15008	-0.54985	-0.19027	-0.15447	-0.14627	-0.016405	"TCGA-24-1467-01A"	0.39971	0.21636	-0.35929	0.020343	-0.56404	1.5101	0.13239	-0.50519	0.40861	-0.056693	-0.038184
"TCGA-13-1483-01A"	0.075047	-0.43445	0.12197	0.13895	0.38635	0.32155	-0.22702	-0.40026	0.11669	0.11741	-0.53685	-0.042879	-0.40259	-0.92079	0.52924	-0.64843	0.20392	-0.15185	-0.14129	-0.0093403	-0.10801	0.09659	0.025091	-0.77138	0.26435	0.075226	0.72134	-0.042325	-0.3439	-0.59994	0.024659	0.031428	-0.58203	0.32376	0.026557	-0.033612	0.12497	0.26572	0.042889	0.006442	-0.2086	0.2112	-0.42228	-0.031838	0.33469	0.43131	-0.19142	0.61023	0.57367	0.25084	-0.17299	"TCGA-13-1483-01A"	0.094647	0.26375	0.31838	0.044968	-0.73811	0.50363	0.38907	-1.2065	0.2956	-0.049774	-0.19975
"TCGA-13-1495-01A"	0.14006	-0.0059905	0.15649	-0.30905	-0.21835	-0.12956	-0.070002	-0.415	0.02914	0.096659	-0.29311	-0.14575	0.075762	-0.56636	0.34356	-0.51283	0.35358	-0.32212	-0.34319	0.22981	-0.074594	-0.21526	-0.76587	-1.0279	0.59318	-0.025982	0.58736	0.19828	-0.16175	-0.94509	-0.0014837	-0.011616	-0.44049	0.15021	-0.038728	0.14293	-1.384	0.47446	-0.11215	-0.023688	0.012943	-0.0116	0.14776	-0.18373	0.76761	0.24313	-0.16362	0.71867	-0.22855	-0.10526	0.044644	"TCGA-13-1495-01A"	0.046818	0.062305	-0.13151	-0.16594	-0.6506	1.656	0.34151	-1.0349	0.49659	-0.13811	-0.156
"TCGA-13-1506-01A"	0.10585	0.24681	0.43439	0.68444	0.093355	-0.13459	-0.6857	-0.81588	0.014323	-0.041998	0.20657	0.38872	0.47911	0.036083	0.42596	-1.1609	0.14321	-0.44916	-0.11114	0.27867	-0.07139	0.15738	-0.49896	0.088904	1.611	0.030126	0.87488	1.888	-0.47834	-0.55752	0.23396	-0.43037	-0.27086	-0.48187	0.60427	-0.27407	-0.38457	-0.64966	0.15387	0.10429	1.1544	0.066082	0.38715	-0.0074599	-0.21574	-0.049744	-0.52184	0.020913	0.04597	0.14002	-0.29794	"TCGA-13-1506-01A"	0.44747	0.26946	-0.23613	-0.21134	-0.40495	1.0012	0.038336	-1.1951	0.42158	-0.19413	0.43497
"TCGA-24-0966-01A"	-0.028151	-0.31169	0.45896	0.11596	0.27693	-0.2255	-0.56255	-0.62811	-0.017371	-0.043645	0.32283	-0.15585	-0.030172	-0.2552	0.29957	-0.87954	0.69696	-0.29754	0.06076	0.12489	0.55551	0.1396	-0.7747	-1.0176	0.28684	-0.1851	0.79265	-0.27035	-0.3614	-0.2412	0.15783	-0.11585	-0.18757	-0.15948	0.21016	-0.14908	-0.28173	-0.32521	-0.28228	-0.15934	0.054127	-0.10949	1.2607	0.028854	-0.048778	0.090074	-0.0033037	0.2988	0.11856	-0.16773	-0.24276	"TCGA-24-0966-01A"	-0.59072	0.22792	0.030195	-0.15264	-0.75193	1.4726	-0.10721	-0.95527	0.11832	-0.017527	-0.27978
"TCGA-23-1122-01A"	0.006449	-0.23145	-0.20806	-0.4842	0.6779	0.61243	0.005598	-0.43355	0.34264	0.10013	-1.1918	-0.049554	-0.033737	-0.93151	0.46713	-0.2695	-0.49447	-0.053826	0.0087516	-0.48701	0.083182	-0.70033	0.38701	-1.0956	-0.34019	-0.047323	-0.29018	-1.0747	-0.38945	0.038005	-0.5082	-0.21041	-0.33589	0.20064	-0.41495	-0.062747	1.2721	0.33583	-0.12095	0.057597	-0.80905	-0.24984	0.32614	0.067893	0.30303	0.093942	-0.19566	0.69622	-0.31508	-0.10573	-0.16507	"TCGA-23-1122-01A"	-0.33793	0.29703	-0.14923	-0.093302	-0.24824	0.74087	0.43858	-0.54422	0.16197	0.23749	-0.38455
"TCGA-25-1315-01A"	-0.029618	0.60518	0.31875	0.50748	0.34304	-0.39479	-0.33816	-0.9084	-0.10391	-0.057967	0.46947	-0.065045	0.16095	-0.33136	0.076314	-0.48144	0.47507	-0.35006	0.046782	0.25761	-0.10219	-0.44573	-0.90982	-0.45256	0.6863	-0.060853	0.21058	-0.21405	-0.77562	-0.46935	-0.26981	-0.19208	-0.29619	-0.84858	1.0383	0.37542	0.19126	-0.43932	-0.22529	-0.16744	0.71712	0.046126	0.49926	-0.44585	0.20049	0.45233	-0.26088	-0.078692	-0.32449	-0.16486	0.19701	"TCGA-25-1315-01A"	-0.56626	-0.17918	-0.4887	-0.1069	-0.65469	0.94793	-0.277	-0.022276	0.14805	-0.059817	-0.059533
"TCGA-61-2113-01A"	-0.031177	0.080582	-0.087136	-0.040894	0.45787	0.53731	-0.077184	-0.51454	0.053363	0.056382	-0.39247	-0.15072	-0.20159	-0.51159	-0.011098	-0.95622	-0.49741	-0.29108	-0.06	-0.94229	0.21954	-0.30018	0.42518	-2.0662	-0.61653	-0.019908	0.13538	-1.7958	-0.21916	0.81518	-0.05442	-0.069058	-0.17632	0.62846	-0.95271	-0.44922	2.7063	-0.036572	0.20187	-0.085517	-1.0502	-0.28866	0.5431	-0.17378	-0.142	0.010641	0.17612	0.49194	-0.28166	0.047322	0.56359	"TCGA-61-2113-01A"	-0.3113	-0.041078	-0.16535	-0.10187	-0.34308	0.52548	0.22718	0.045084	-0.077616	0.66166	-0.46774
"TCGA-24-1427-01A"	0.014794	-0.58788	0.060202	-0.94058	-0.21144	-0.33709	0.73335	0.22521	0.60131	0.81837	-1.1519	-0.064085	-0.08677	-0.705	0.66028	-1.8464	-0.25311	0.21459	0.29478	0.65213	-0.19011	0.43871	0.87249	-1.4919	0.27011	-0.15623	0.87612	-0.4121	-0.3849	-0.79081	0.5784	0.11004	-1.4337	1.2207	-1.4543	-0.71353	-0.75712	-0.11137	0.84838	0.29319	-2.0778	-0.28633	-0.17123	0.31748	1.4801	0.13036	-0.26595	-0.1103	-0.5753	-0.47837	-0.53238	"TCGA-24-1427-01A"	0.3192	-0.31938	0.072165	0.55199	-0.44751	-0.10683	1.3101	-2.1573	0.071052	-0.42239	-0.03387
"TCGA-24-1469-01A"	-0.018059	0.45266	0.28491	0.23882	-0.6759	-0.050998	-0.42716	-0.87997	0.08897	-0.228	-0.28306	-0.23925	0.54177	-0.29631	0.082846	-0.98796	0.2839	-0.12844	-0.0030067	0.49305	-0.087742	-0.46532	-0.582	-0.65699	1.1999	-0.18413	1.3339	-1.1327	-0.7663	-0.58275	0.034291	-0.49802	-0.43714	-0.81603	0.36744	-0.080775	-0.66263	-0.16856	-0.26928	-0.28854	1.2609	-0.0095524	0.58197	0.28461	-0.2398	-0.12874	-0.44233	0.0031044	-0.31415	0.024902	0.2486	"TCGA-24-1469-01A"	0.8408	0.54759	-0.52517	-0.1363	-0.63261	0.56905	0.10069	-0.94456	0.32767	-0.20992	-0.007674
"TCGA-13-1496-01A"	0.0010064	-0.781	0.33966	0.63813	-0.06908	-0.26782	-0.34969	-0.6812	-0.031119	-0.065271	0.3712	-0.12676	-0.033973	-0.40932	-0.04739	-0.71987	0.25465	-0.022431	0.34066	0.02921	-0.18029	0.088056	-0.99752	-0.42558	0.29671	-0.10679	0.084268	-0.8167	-0.36968	-0.30643	0.41704	-0.36387	-0.12188	-0.10744	0.13267	0.27077	-1.9095	-0.26543	-0.27195	-0.08585	-1.2133	-0.15433	0.35575	0.095211	-0.084488	0.35621	-0.10687	-0.31004	-0.06824	-0.10402	0.85767	"TCGA-13-1496-01A"	-0.066896	0.55662	-0.18258	-0.17339	-0.70622	1.4855	-0.10121	-0.8006	0.50874	-0.15968	-0.23537
"TCGA-13-1507-01A"	0.25543	-0.70098	0.26463	0.15166	0.48265	0.21187	-0.32902	-0.60528	0.031336	-0.17282	0.04446	0.12271	-0.14136	-0.4843	0.32364	-0.76736	0.36963	-0.057837	-0.017199	-0.085957	-0.13705	-0.016377	-0.79764	-0.3974	0.31441	-0.083624	0.96544	-1.1452	-0.53658	0.60481	0.27757	-0.28933	0.096918	-0.29798	-0.070776	0.12764	3.0007	-0.028308	-0.22015	0.016168	-0.49467	-0.14686	0.30898	0.10463	-0.028174	0.11887	-0.44108	0.17641	0.15898	-0.31172	1.0851	"TCGA-13-1507-01A"	0.31791	0.17782	-0.36191	-0.054886	-0.50207	0.69939	0.21923	-1.3579	0.361	-0.024074	-0.06077
"TCGA-24-0970-01B"	0.18019	-0.69885	0.045161	0.5382	-0.12011	0.23962	-0.075455	-0.43554	0.036207	-0.16244	-0.77566	0.081925	0.1462	0.06396	0.49116	-0.041135	-0.13283	-0.27933	-0.2306	0.15563	-0.052321	0.1654	-0.34819	-0.1296	1.0544	0.016633	-0.49186	1.143	-0.31821	-0.47003	-0.109	-0.26491	-0.17265	-0.10285	0.38672	0.19769	0.223	-0.11013	-0.069625	0.098076	0.43851	0.0086263	0.051319	0.061556	0.19668	0.16597	0.28316	0.36441	-0.31587	-0.061874	-0.41297	"TCGA-24-0970-01B"	0.1981	-0.086656	-0.38282	-0.14916	-0.58296	0.38505	0.079212	-0.10607	0.78253	0.10416	-0.14642
"TCGA-23-1123-01A"	-0.0025051	-0.30424	0.60806	0.21068	0.49822	0.54487	-0.06689	-0.080426	-0.074032	-0.11868	-0.068826	0.0081777	0.071395	-0.069554	0.034545	-0.69076	-0.020973	-0.37398	0.13396	0.26555	-0.13549	0.39877	-0.77007	-1.0982	0.65659	-0.16215	0.55817	-1.4391	-0.16934	-0.87863	0.10641	-0.25759	0.13677	0.19468	0.31213	0.23514	-1.5449	-0.21556	0.40896	0.049268	1.0279	0.38999	0.42253	-0.035266	0.19821	0.29807	0.5724	-0.0335	0.0087537	-0.15909	0.13885	"TCGA-23-1123-01A"	0.14346	-0.081909	-0.43422	-0.36647	-0.020409	1.8254	-0.12128	-0.30022	-0.28552	-0.1697	0.01545
